VM,Powerstate,Template,SRM Placeholder,Size MiB,Memory Reservation Locked To Max,Overhead,Max,Consumed,Consumed Overhead,Private,Shared,Swapped,Ballooned,Active,Entitlement,DRS Entitlement,Level,Shares,Reservation,Limit,Hot Add,Annotation,NB_LAST_BACKUP,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VMs,VI SDK Server,VI SDK UUID
ecbrpre02,poweredOn,False,False,32768,False,0,32768,32928,161,32768,0,0,0,2293,33340,10532,normal,327680,0,-1,True,,"Sat Jul  5 21:00:07 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_WIN_SSI",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-39411,422ea2ff-a8af-41ec-b6b3-447e3af4146e,,172.20.1.174,172.20.1.174
ecbrprebn01,poweredOff,False,False,12288,False,0,12288,0,0,0,0,0,0,0,0,0,normal,122880,6144,-1,True,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-10551,422e49e1-bfe4-73f6-c468-0127f3ec49f4,,172.20.1.174,172.20.1.174
ecbrprexc01,poweredOn,False,False,18432,False,0,18432,18529,100,18430,2,0,0,3133,18846,7150,normal,184320,0,-1,True,,"Sat Jul  5 18:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-10158,422eee28-7c72-a297-b10a-c1c568c9d06c,,172.20.1.174,172.20.1.174
ecbrprexc02,poweredOn,False,False,16384,False,0,16384,16468,94,16375,9,0,0,3112,16787,7199,normal,163840,0,-1,True,,"Sat Jul  5 18:00:21 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-10159,422e5bec-fc86-e9d1-86bd-69e6321b8e96,,172.20.1.174,172.20.1.174
ecbrprf02,poweredOn,False,False,6144,False,0,6144,6197,54,6144,0,0,0,1536,6445,3062,normal,61440,0,-1,True,,"Wed Jul  9 00:01:02 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_SFTP_2",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-50500,1115a76f-3805-4614-b629-40fa5cae6487,,172.20.1.174,172.20.1.174
ecbrprf03,poweredOn,False,False,6144,False,0,6144,6194,57,6138,6,0,0,1290,6509,6502,normal,61440,6144,-1,True,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-7230,422e9057-7505-e35c-bf27-8d89943eaf7a,,172.20.1.174,172.20.1.174
ecbrprf05,poweredOn,False,False,8192,False,0,8192,8253,66,8188,4,0,0,1802,8569,3676,normal,81920,0,-1,True,,"Wed Jul  9 00:01:02 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_SFTP_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-45197,422e4184-9d55-5bbc-d6b8-783b592ea6c9,,172.20.1.174,172.20.1.174
ecbrprf06,poweredOn,False,False,8192,False,0,8192,8251,66,8186,6,0,0,1474,8570,3517,normal,81920,0,-1,True,,"Wed Jul  9 00:00:44 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_SFTP_1",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-46090,422e446b-1641-9318-54ef-751d55fc39b6,,172.20.1.174,172.20.1.174
ecbrprg1,poweredOn,False,False,8000,False,0,8000,4219,58,4159,1073,0,0,320,8347,4390,normal,80000,4000,-1,True,,"Sat Jul  5 18:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Red Hat Enterprise Linux 6 (64-bit),Other 2.6.x Linux (64-bit),vm-997,423ea01c-036b-3500-9270-3bea51cd8a97,,172.20.1.174,172.20.1.174
ecbrprgmi,poweredOn,False,False,12288,False,0,12288,12365,80,12286,0,0,0,1228,11657,8392,normal,122880,6144,-1,True,,"Sun Jul  6 02:00:08 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Cluster_BI",DCP,Cluster_BI,ecbrprsx31.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-10579,422eca13-c1a2-ed38-7453-59041c617351,,172.20.1.174,172.20.1.174
ecbrprh01,poweredOn,False,False,4096,False,0,4096,4142,47,4096,0,0,0,1024,4386,2130,normal,40960,0,-1,True,,"Tue Jul  8 20:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-14311,a2b7ac47-4e2b-4ecd-960a-36e8287fe8d6,,172.20.1.174,172.20.1.174
ecbrprh02,poweredOn,False,False,10240,False,0,10240,10306,67,10240,0,0,0,1331,10563,3727,normal,102400,0,-1,True,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14357,0ac653c8-f335-46b2-9122-70d9faa39674,,172.20.1.174,172.20.1.174
ecbrprh03,poweredOn,False,False,8192,False,0,8192,8264,73,8192,0,0,0,1802,8570,3777,normal,81920,0,-1,True,,"Wed Jul  9 00:02:28 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_SFTP_1",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-45199,422e5127-6840-9e0f-d828-d61155a7f38e,,172.20.1.174,172.20.1.174
ecbrprhmb01,poweredOn,False,False,16384,False,0,16384,16475,92,16384,0,0,0,1474,16762,5628,normal,163840,0,-1,True,,"Tue Jul  8 20:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-871,423e0d78-71b5-ea80-7c78-254ef62cf918,,172.20.1.174,172.20.1.174
ecbrpris1,poweredOn,False,False,8192,False,0,8192,3444,50,3393,35,0,0,245,8517,3720,normal,81920,8192,-1,False,,"Sat Jul  5 18:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Other Linux (64-bit),Debian GNU/Linux 9 (64-bit),vm-3724,422ed727-ce10-a52f-35ff-e06e4576f167,,172.20.1.174,172.20.1.174
ecbrprkc01,poweredOn,False,False,8192,False,0,8192,8258,67,8192,0,0,0,1146,8518,3245,normal,81920,0,-1,True,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14336,8cbf296e-0acb-427d-ad92-646decd7e64d,,172.20.1.174,172.20.1.174
ecbrprkc02,poweredOn,False,False,8192,False,0,8192,8257,66,8192,0,0,0,1146,8518,3061,normal,81920,0,-1,True,,"Sat Jul  5 08:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14352,ac626482-356a-4e33-b453-d4db3b0d3a75,,172.20.1.174,172.20.1.174
ecbrprkf01,poweredOn,False,False,6144,False,0,6144,6196,53,6144,0,0,0,1167,6448,2788,normal,61440,0,-1,True,,"Sat Jul  5 08:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14356,83325daf-1bba-4084-b6c1-b1a3dba6249e,,172.20.1.174,172.20.1.174
ecbrprkw01,poweredOn,False,False,8192,False,0,8192,8256,65,8192,0,0,0,1228,8519,3209,normal,81920,0,-1,True,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14343,c9dd3d37-33dc-4b0c-996c-10c4372d915e,,172.20.1.174,172.20.1.174
ecbrprlx02,poweredOn,False,False,4096,False,0,4096,4099,50,4050,34,0,0,1146,4805,2304,normal,40960,0,-1,False,Servidor de Monitoreo de switch de agencias  - TEUNO,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8 (64-bit),vm-4168,422ee753-db2b-7ea5-5a9e-44cd83cd054e,,172.20.1.174,172.20.1.174
ecbrprlx04,poweredOn,False,False,4096,False,0,4096,4015,172,3844,0,0,0,696,5040,2463,normal,40960,0,-1,False,,"Sat Jul  5 00:00:11 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_SinAccelerator",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Ubuntu Linux (64-bit),,vm-4550,422ed765-b172-945a-1478-f029f4dcc357,,172.20.1.174,172.20.1.174
ECBRPRLX07,poweredOn,False,False,81920,False,0,81920,82218,298,81920,0,0,0,6553,82718,26684,normal,819200,0,-1,False,,"Sat Jun 28 08:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_ECBRPRLX07",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-34641,1d6f3b2f-a9c2-4cb1-a785-00c2bd43f400,,172.20.1.174,172.20.1.174
ecbrprlx08,poweredOn,False,False,65536,False,0,65536,2040,108,1932,0,0,0,655,62168,1585,normal,655360,0,-1,False,,"Sun Jul  6 02:00:10 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Cluster_BI",DCP,Cluster_BI,ecbrprsx31.bgr.com,/DCP,Ubuntu Linux (64-bit),,vm-7721,422ef8ce-e7dc-9a11-16f6-63e110900a8c,,172.20.1.174,172.20.1.174
ecbrprlx09,poweredOff,False,False,8192,False,0,0,0,0,0,0,0,0,0,0,0,normal,81920,0,-1,False,,"Sun Aug  4 16:39:37 2024 -0500,ecbrprps1.bgr.com,VMware_Aplicacion_1_UIO_15D_Grupo_17",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Ubuntu Linux (64-bit),,vm-7722,422e5e14-afa6-01ad-040b-cf37a0e48fd7,,172.20.1.174,172.20.1.174
ecbrprlx10,poweredOff,False,False,8192,False,0,0,0,0,0,0,0,0,0,0,0,normal,81920,0,-1,False,,"Sun Aug  4 19:48:18 2024 -0500,ecbrprps1.bgr.com,VMware_Aplicacion_1_UIO_15D_Grupo_19",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-7723,422ecebd-4c67-abfa-ad30-baa5ac18ad4f,,172.20.1.174,172.20.1.174
ecbrprlx11,poweredOn,False,False,8192,False,0,8192,3212,50,3163,159,0,0,409,8534,1390,normal,81920,0,-1,False,,"Sat Jul  5 18:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-7726,422e6056-81e9-8928-84b3-0ee78c796bfa,,172.20.1.174,172.20.1.174
ecbrprlx12,poweredOff,False,False,8192,False,0,8192,0,0,0,0,0,0,0,0,0,normal,81920,0,-1,False,,"Tue Jun  3 11:02:04 2025 -0500,ecbrprps1.bgr.com,Test_NewVMkernel",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8 (64-bit),vm-12282,422e9e29-11a5-26c7-0112-fbfe8dc32008,,172.20.1.174,172.20.1.174
ecbrprlx13,poweredOn,False,False,8192,False,0,8192,8253,61,8192,0,0,0,2703,8535,4503,normal,81920,0,-1,False,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP/Plantillas_2024/UNIX/RHEL,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-14159,422edba0-1088-eca2-289b-1cc9a13dd717,,172.20.1.174,172.20.1.174
ecbrprlx14,poweredOn,False,False,4096,False,0,4096,4130,50,4080,6,0,0,1024,4442,2054,normal,40960,0,-1,False,,"Sat Jul  5 08:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP/Plantillas_2024/UNIX/RHEL,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8 (64-bit),vm-14156,422e127b-eb83-3f4a-ad9f-f2316f303e56,,172.20.1.174,172.20.1.174
ecbrprlx15,poweredOn,False,False,4096,False,0,4096,4140,52,4088,0,0,0,491,4442,1865,normal,40960,0,-1,False,,"Sat Jul  5 18:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP/Plantillas_2024/UNIX/RHEL,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8 (64-bit),vm-14157,422eac1e-3e51-6d88-6b2e-0f588a0f8629,,172.20.1.174,172.20.1.174
ecbrprlx16,poweredOn,False,False,32768,False,0,32768,32738,148,32590,0,0,0,327,33304,9125,normal,327680,0,-1,False,,"Sat Jul  5 20:00:07 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_LX_NBU",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9 (64-bit),vm-18638,422eab09-f6a7-5fb4-c08d-d2f3fce20df4,,172.20.1.174,172.20.1.174
ecbrprlx16_REQ 2025-046223,poweredOff,False,False,32768,False,0,0,0,0,0,0,0,0,0,0,0,normal,327680,0,-1,False,,"""Wed Jul  2 23:47:52 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_LX_NBU""",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Red Hat Enterprise Linux 9 (64-bit),,vm-57356,422ea859-0c8b-559d-b5bb-a04e7c21a647,,172.20.1.174,172.20.1.174
ecbrprlx17,poweredOn,False,False,4096,False,0,4096,4148,52,4096,0,0,0,2170,8761,7340,normal,40960,0,-1,True,,"Sat Jul  5 21:00:06 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_LX_SSI",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP/Discovered virtual machine,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-48181,564d479b-bad2-d1fe-3fbf-28ebc8a4e813,,172.20.1.174,172.20.1.174
ecbrprlx20,poweredOn,False,False,8192,False,0,8192,8107,77,8030,0,0,0,1146,16527,11398,normal,81920,0,-1,True,Administrado por Dennis Chavez - TCS no administra,,DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 9 (64-bit),vm-39948,422e3a45-b5bc-b705-ab17-4e5e28511e19,,172.20.1.174,172.20.1.174
ecbrprlx21,poweredOn,False,False,16384,False,0,16384,16471,87,16384,0,0,0,2949,16761,6978,normal,163840,0,-1,False,HPE Primera & 3PAR SSMC Appliance,,DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Debian GNU/Linux 6 (64-bit),Debian GNU/Linux 4 (64-bit),vm-57852,422ea841-ef8a-8847-ba6c-7ddd85a00e26,,172.20.1.174,172.20.1.174
ecbrprlxcc,poweredOn,False,False,40960,False,0,40960,40944,166,40778,0,0,0,4096,41524,14075,normal,409600,0,-1,False,,"Sat Jul  5 08:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8 (64-bit),vm-10064,422e9b7c-0305-06cb-3325-e17fa84fe1d0,,172.20.1.174,172.20.1.174
ecbrprlxdn01,poweredOn,False,False,8192,False,0,8192,5418,65,5352,74,0,0,327,8549,1933,normal,81920,0,-1,False,,"Sat Jul  5 18:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-10174,422e519b-8e1c-7e8c-82ed-8189a3b48592,,172.20.1.174,172.20.1.174
ecbrprlxdn02,poweredOn,False,False,8192,False,0,8192,5361,63,5298,18,0,0,163,8549,1793,normal,81920,0,-1,False,,"Sat Jul  5 18:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-10176,422ea39b-492d-272e-8258-57a9659f1e7d,,172.20.1.174,172.20.1.174
ecbrprlxgmor,poweredOn,False,False,8192,False,0,8192,8254,62,8192,0,0,0,1064,7772,3663,normal,81920,0,-1,False,,"Sun Jul  6 02:00:06 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Cluster_BI",DCP,Cluster_BI,ecbrprsx31.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-10576,422ee028-3af3-d957-2ed1-bd3326114f14,,172.20.1.174,172.20.1.174
ecbrprlxgmtr,poweredOn,False,False,12288,False,0,12288,11460,73,11387,1,0,0,1105,11658,3917,normal,122880,0,-1,False,,"Sun Jul  6 02:00:07 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Cluster_BI",DCP,Cluster_BI,ecbrprsx31.bgr.com,/DCP,Ubuntu Linux (64-bit),CentOS 7 (64-bit),vm-10577,422ebf36-eb05-943e-3a0b-667c301c4832,,172.20.1.174,172.20.1.174
ecbrprmd1,poweredOn,False,False,20480,False,0,20480,20413,105,20308,4,0,0,8396,20930,12254,normal,204800,0,-1,True,,"Sat Jul  5 08:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8 (64-bit),vm-12030,422e7e7c-a8e3-f7ee-1c32-7db70a240604,,172.20.1.174,172.20.1.174
ecbrprmd3,poweredOn,False,False,16384,False,0,16384,12066,83,11984,0,0,0,491,16825,3854,normal,163840,0,-1,False,,,DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9 (64-bit),vm-54812,422e650d-826c-d273-2d71-b15d42c0c4d1,,172.20.1.174,172.20.1.174
ecbrprmn01,poweredOn,False,False,11264,False,0,11264,11329,71,11258,0,0,0,3829,11607,5708,normal,112640,0,-1,True,,"Sat Jul  5 18:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,SUSE Linux Enterprise 11 (64-bit),SUSE Linux Enterprise 11 (64-bit),vm-461,423ee0a8-3c46-e5b7-8160-52226f1a46ca,,172.20.1.174,172.20.1.174
ecbrprnbk03,poweredOn,False,False,16384,False,0,16384,16489,110,16380,4,0,0,1638,16866,5633,normal,163840,0,-1,True,,"Wed Jul  9 00:08:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-18556,422e3985-344e-3676-4650-eb560d27b322,,172.20.1.174,172.20.1.174
ecbrprpocq03,poweredOn,False,False,16384,False,0,16384,9081,104,8975,7409,0,0,655,16836,3336,normal,163840,0,-1,True,RFC 2025-001385 servidor temporal de base de datos sql server 2019 requerido para las pruebas en Agencia para el proyecto Migración Core Siglo 21,,DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-57944,422eb6b1-0977-1bbb-d6d9-2b6dd53fa44b,,172.20.1.174,172.20.1.174
ecbrprq21,poweredOn,False,False,11264,False,0,11264,11343,80,11264,0,0,0,1914,11628,4835,normal,81920,0,-1,True,,"Sun Jul  6 17:00:12 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-1685,420b0e1a-af50-f799-c953-e1b2bc35cffe,,172.20.1.174,172.20.1.174
ecbrprq23,poweredOff,False,False,16384,False,0,16384,0,0,0,0,0,0,0,0,0,normal,163840,0,-1,True,"17/06/2025 apagado solicitado en el RFC 2025-001072 por Rodas Mahauad, Rosita Yalile","Tue Jun 17 20:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-5391,422e8f5d-997d-60aa-43b8-fe27dace0ab2,,172.20.1.174,172.20.1.174
ecbrprq24,poweredOn,False,False,36864,False,0,36864,37028,165,36864,0,0,0,5160,37400,13290,normal,368640,0,-1,True,,"Tue Jul  8 20:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-3503,564da612-00af-6510-f0e7-8a60ac053eda,,172.20.1.174,172.20.1.174
ecbrprq25,poweredOff,False,False,12288,False,0,12288,0,0,0,0,0,0,0,0,0,normal,122880,0,-1,False,"Apagado RFC 2025-001016 lista de observados 16 de mayo 2025 Apagado REQ 2024-073561, RFC 2025-001016 PRY_BGR_SOSTENIBILIDAD 13-06-2025","Fri Jun 13 20:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),,vm-1679,564d05af-1deb-3b6d-bfe2-7e5eb11a9521,,172.20.1.174,172.20.1.174
ecbrprq30,poweredOn,False,False,57344,False,0,57344,57569,226,57344,0,0,0,4014,57993,16618,normal,573440,0,-1,True,,"Sun Jul  6 17:00:10 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-1682,423eff83-457c-d9c1-af00-d06f1ae00b49,,172.20.1.174,172.20.1.174
ecbrprq35,poweredOff,False,False,12288,False,0,12288,0,0,0,0,0,0,0,0,0,normal,122880,0,-1,True,"RFC 2025-001061, marte 3 de junio 20:00 a 21:00","Sun Jul  6 17:00:10 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),,vm-1606,423e778e-21f8-d503-5c6a-d1a1a97f9028,,172.20.1.174,172.20.1.174
ecbrprq37,poweredOn,False,False,4096,False,0,4096,4147,51,4096,0,0,0,368,4402,1673,normal,40960,0,-1,True,,"Sun Jul  6 12:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2003 (64-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-3575,423eed2e-d270-7e78-1d96-c96114d6f84c,,172.20.1.174,172.20.1.174
ecbrprq38,poweredOn,False,False,30720,False,0,30720,30847,134,30714,6,0,0,3993,31221,12787,normal,307200,6144,-1,True,Parches 07/02/2023,"Tue Jul  8 20:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-7595,422e9258-c04f-7a70-53d4-1715b596fd62,,172.20.1.174,172.20.1.174
ecbrprq44,poweredOn,False,False,30720,False,0,30720,30864,145,30720,0,0,0,5529,31200,12582,normal,307200,0,-1,True,,"Sun Jul  6 17:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-1529,423eb1f3-69e0-6331-e0d4-2efecef4122e,,172.20.1.174,172.20.1.174
ecbrprq45,poweredOn,False,False,24576,False,0,24576,24724,149,24576,0,0,0,1474,25052,7910,normal,245760,0,-1,True,,"Sun Jul  6 12:00:24 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3650,423e2bc3-acb4-46ab-1733-f3260bf3ee89,,172.20.1.174,172.20.1.174
ecbrprq46,poweredOn,False,False,24576,False,0,24576,24701,126,24576,0,0,0,3440,25023,9133,normal,245760,0,-1,True,,"Sun Jul  6 12:00:21 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3116,423e3518-7f36-5c91-ef30-212e566a62df,,172.20.1.174,172.20.1.174
