Server Group,Server Asset,Server Machine,Server IP,Server Process,Wave,Migration Strategy,Business Application
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRCC01,172.20.1.122,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRCC01,172.20.1.122,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRCC01,172.20.1.122,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRCC01,172.20.1.122,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRCC01,172.20.1.122,Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,Host Process for Windows Tasks,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,Filebeat,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,IIS Worker Process (BGRSeguridadCentralApi),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,.NET Framework,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,Web App (RequestQueue),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,Web App (BGRSEGURIDADCENTRALAPI + DefaultAppPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,Web App (ARR + BGRSEGURIDADCENTRALAPI + DefaultAppPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,Service Host (Windows Management Instrumentation),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,Service Host (Windows Event Log),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,Redis Server,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ecbrprw72,172.20.1.247,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,Host Process for Windows Tasks,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,IIS Worker Process (ecosignature),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,HP Data Protector,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,Web App (ecosignature),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,.NET Framework,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,***$#Product*Name#$***,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW52,172.20.1.145,Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,Host Process for Windows Tasks,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,WinSCP,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,IIS Worker Process (DefaultAppPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,IIS Worker Process (CuadresS21),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,IIS Worker Process (WebTellerAppPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,IIS Worker Process (IngresoEgreso),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,IIS Worker Process (CuadreCompensacionATMs),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,IIS Worker Process (TransaccionMotivoPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,IIS Worker Process (PruebasDepartamentalesCom),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,WebCTeller.ServicioSincronizaCiti.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,.NET Framework,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,***$#Product*Name#$***,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,Web App (CUADRECOMPENSACIONATMS + CUADRESS21 + DefaultAppPool + INGRESOEGRESOEFECTIVO + IngresoEgreso + PRUEBASDEPARTAMENTALESCOM + TELLER + TRANSACCIONMOTIVO + TransaccionMotivoPool + WebTellerAppPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW48,172.20.1.115,HP Data Protector,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,Web App (DESIGN_TIME_ADDRESSES/SIDESYS.SERVICES/APPLICATIONSERVICENODE),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,Service Host,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,IIS Worker Process (DefaultAppPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,IIS Worker Process (STE),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,***$#Product*Name#$***,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,Service Host (Windows Event Log),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,Sidesys.Services,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,Web App (DESIGN_TIME_ADDRESSES/SIDESYS.SERVICES/APPLICATIONSERVICE),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,Web App (DefaultAppPool + MSMQ + STE),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,HP Data Protector,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRW27,172.20.1.30,.NET Framework,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,Host Process for Windows Tasks,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,Xerox.BGR.Processor.OnBase.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,Xerox.BGR.Monitor.SD.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,Service Host (Windows Event Log),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,HP Data Protector,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,***$#Product*Name#$***,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,.NET Framework,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Software framework,ECBRPRAP7,172.20.1.241,Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,Service Host,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,Excel,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,FlexNet Manager Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,Microsoft Edge,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,wfreerdp.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,Java (bot-launcher.jar),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,***$#Product*Name#$***,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,Java (node-manager.jar),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,HP Data Protector,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,Service Host (Windows Event Log),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP12,172.20.1.202,Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP14,172.20.1.204,dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP14,172.20.1.204,Service Host,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP14,172.20.1.204,Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP14,172.20.1.204,rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP14,172.20.1.204,rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP14,172.20.1.204,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP14,172.20.1.204,Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP14,172.20.1.204,Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP14,172.20.1.204,Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP14,172.20.1.204,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP14,172.20.1.204,Service Host (Windows Event Log),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP14,172.20.1.204,***$#Product*Name#$***,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP14,172.20.1.204,HP Data Protector,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP14,172.20.1.204,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP14,172.20.1.204,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP14,172.20.1.204,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP14,172.20.1.204,Java (node-manager.jar),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,PowerShell,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,p_ctmatw,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,Service Host,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,Web App (RequestQueue),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,10-Strike LANState,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,Control-M,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRE01,172.20.1.41,Java (ag-app.jar),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,FlexNet Manager Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,Host Process for Windows Tasks,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,Java (bot-launcher.jar),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,wfreerdp.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,Microsoft Edge,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,***$#Product*Name#$***,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,Java (node-manager.jar),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,Service Host (Windows Event Log),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,HP Data Protector,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRAP13,172.20.1.203,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRW20,172.20.1.11,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRW20,172.20.1.11,NXLog,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRW20,172.20.1.11,IIS Worker Process (BGR - 80),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRW20,172.20.1.11,IIS Worker Process (SecurityTokenServiceApplicationPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Productivity Tools,ECBRPRW20,172.20.1.11,Microsoft Forefront Identity Manager,Backlog,Rehost,-
